1345.0, 1389.0, 1588.0, 1621.0, 1682.0, 1689.0, 1709.0, 1709.0, 1709.0, 1755.0, 1772.0, 1772.0, 1773.0, 1811.0, 1823.0, 1899.0, 1907.0, 1907.0, 1928.0, 1937.0, 1937.0, 1954.0, 1954.0, 1954.0, 1978.0, 1978.0, 1992.0, 2012.0, 2012.0, 2012.0, 2021.0, 2021.0, 2021.0, 2021.0, 2024.0, 2024.0, 2024.0, 2024.0, 2024.0, 2024.0, 2024.0, 2024.0, 2024.0, 2024.0, 2024.0, 2024.0, 2024.0, 2024.0, 2024.0, 2024.0, 2024.0, 2024.0, 2024.0, 2024.0, 2026.0, 2026.0, 2026.0, 2026.0, 2026.0, 2026.0
1292.0, 1297.0, 1527.0, 1613.0, 1633.0, 1693.0, 1693.0, 1702.0, 1725.0, 1765.0, 1794.0, 1834.0, 1855.0, 1921.0, 1921.0, 1924.0, 1924.0, 1924.0, 1924.0, 1945.0, 1988.0, 1988.0, 1994.0, 2033.0, 2033.0, 2045.0, 2045.0, 2045.0, 2045.0, 2052.0, 2064.0, 2064.0, 2064.0, 2064.0, 2064.0, 2064.0, 2064.0, 2068.0, 2073.0, 2073.0, 2073.0, 2073.0, 2073.0, 2078.0, 2078.0, 2078.0, 2078.0, 2078.0, 2078.0, 2078.0, 2078.0, 2078.0, 2078.0, 2078.0, 2078.0, 2078.0, 2078.0, 2078.0, 2078.0, 2078.0
1290.0, 1328.0, 1567.0, 1567.0, 1567.0, 1692.0, 1730.0, 1749.0, 1749.0, 1752.0, 1752.0, 1767.0, 1771.0, 1786.0, 1825.0, 1867.0, 1881.0, 1903.0, 1929.0, 1929.0, 1965.0, 1965.0, 1965.0, 1965.0, 1968.0, 1987.0, 1991.0, 1991.0, 1996.0, 2016.0, 2016.0, 2024.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0, 2036.0
1267.0, 1344.0, 1503.0, 1552.0, 1592.0, 1671.0, 1671.0, 1688.0, 1688.0, 1716.0, 1798.0, 1798.0, 1872.0, 1880.0, 1906.0, 1906.0, 1911.0, 1911.0, 1951.0, 1963.0, 1963.0, 1963.0, 1965.0, 1982.0, 1982.0, 1989.0, 1991.0, 2001.0, 2001.0, 2005.0, 2012.0, 2012.0, 2021.0, 2021.0, 2021.0, 2021.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2028.0, 2038.0, 2038.0
1257.0, 1281.0, 1417.0, 1712.0, 1722.0, 1722.0, 1722.0, 1745.0, 1781.0, 1781.0, 1800.0, 1836.0, 1836.0, 1851.0, 1851.0, 1858.0, 1872.0, 1892.0, 1923.0, 1923.0, 1923.0, 1923.0, 1923.0, 1937.0, 1937.0, 1951.0, 1969.0, 1969.0, 1969.0, 1972.0, 1972.0, 1982.0, 1982.0, 1982.0, 1982.0, 1986.0, 1986.0, 1986.0, 1986.0, 1991.0, 1991.0, 1991.0, 1991.0, 1992.0, 1992.0, 1992.0, 1994.0, 1994.0, 1994.0, 1994.0, 1994.0, 1994.0, 1994.0, 1994.0, 1994.0, 1995.0, 1995.0, 1995.0, 1995.0, 1995.0
1246.0, 1360.0, 1433.0, 1526.0, 1632.0, 1749.0, 1749.0, 1749.0, 1798.0, 1809.0, 1861.0, 1861.0, 1861.0, 1861.0, 1862.0, 1895.0, 1895.0, 1899.0, 1902.0, 1916.0, 1921.0, 1939.0, 1950.0, 1954.0, 1954.0, 1958.0, 1965.0, 1965.0, 1965.0, 1987.0, 1987.0, 1987.0, 1991.0, 1991.0, 2006.0, 2006.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0, 2012.0
1241.0, 1301.0, 1366.0, 1524.0, 1551.0, 1607.0, 1671.0, 1745.0, 1777.0, 1777.0, 1846.0, 1892.0, 1892.0, 1902.0, 1911.0, 1935.0, 1944.0, 1992.0, 1999.0, 1999.0, 2008.0, 2009.0, 2016.0, 2032.0, 2044.0, 2049.0, 2071.0, 2071.0, 2071.0, 2071.0, 2079.0, 2086.0, 2087.0, 2088.0, 2088.0, 2088.0, 2091.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0, 2094.0
1229.0, 1383.0, 1425.0, 1579.0, 1621.0, 1658.0, 1694.0, 1724.0, 1766.0, 1822.0, 1856.0, 1875.0, 1932.0, 1939.0, 1975.0, 2011.0, 2011.0, 2015.0, 2015.0, 2029.0, 2041.0, 2043.0, 2044.0, 2046.0, 2078.0, 2078.0, 2078.0, 2093.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0, 2099.0
1261.0, 1346.0, 1501.0, 1633.0, 1660.0, 1693.0, 1791.0, 1791.0, 1791.0, 1807.0, 1864.0, 1864.0, 1864.0, 1916.0, 1916.0, 1922.0, 1935.0, 1951.0, 1951.0, 1958.0, 1958.0, 1969.0, 1969.0, 1977.0, 1989.0, 1993.0, 2002.0, 2002.0, 2002.0, 2011.0, 2011.0, 2011.0, 2011.0, 2013.0, 2013.0, 2013.0, 2013.0, 2017.0, 2017.0, 2017.0, 2017.0, 2017.0, 2017.0, 2017.0, 2017.0, 2017.0, 2017.0, 2017.0, 2017.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0
1248.0, 1328.0, 1569.0, 1602.0, 1656.0, 1656.0, 1752.0, 1780.0, 1780.0, 1846.0, 1879.0, 1907.0, 1907.0, 1944.0, 1985.0, 2005.0, 2005.0, 2005.0, 2036.0, 2058.0, 2058.0, 2094.0, 2094.0, 2094.0, 2121.0, 2121.0, 2121.0, 2121.0, 2121.0, 2121.0, 2123.0, 2123.0, 2151.0, 2151.0, 2151.0, 2153.0, 2153.0, 2155.0, 2159.0, 2159.0, 2159.0, 2159.0, 2159.0, 2159.0, 2159.0, 2159.0, 2159.0, 2159.0, 2159.0, 2159.0, 2159.0, 2159.0, 2159.0, 2159.0, 2159.0, 2159.0, 2159.0, 2159.0, 2159.0, 2159.0
